query,title,title_length,hashtag_count,tag_count,views,likes,comments,publishedAt
technology shorts,Electric Suitcase ने पहुंचाया Airport🥶#shorts,45,1,26,30991088,521102,932,2025-07-17T12:59:06Z
technology shorts,Apple’s THINNEST ever device is RIDICULOUS!,43,0,7,19195457,856260,3875,2024-01-04T15:32:23Z
technology shorts,BIGGEST vs SMALLEST smartphone!,31,0,2,18345795,1246501,2710,2023-04-09T13:06:16Z
technology shorts,ये wire Camera चोरो के लिए Under 999rs. 😍😍 #shorts  #techmaster,63,2,23,19842956,1031079,1239,2023-03-27T07:48:00Z
technology shorts,Camping Instant Towel | M4 Tech | #shorts,41,1,3,18093886,873543,1344,2022-05-10T13:00:12Z
technology shorts,viral ATM bike new feature shorts #funny #technology #hacker #bikeride #youtubeshorts #viralshorts,98,6,16,34976703,455454,581,2025-05-11T16:50:41Z
technology shorts,Creative Water Reflection VIDEOGRAPHY 😍 Step By Step with Tutorial #shorts,74,1,11,17966902,1174195,898,2022-09-06T10:25:51Z
technology shorts,Smart Invention With Shoes ° DC Motor #dcmotor #inventions #motor #tech #technology #ideas #shorts,98,7,14,27047739,138622,474,2024-09-23T07:31:18Z
technology shorts,इस Trick ने सबको हैरान कर दिया 😱 amazing Facts #shorts​ | it's Dhakad,69,1,29,17743466,903553,532,2021-09-24T05:35:31Z
technology shorts,15 Tech Gadgets I Use Every Day #shorts #justicebuys #tech,58,3,0,20059949,630782,2629,2025-01-04T19:26:39Z
technology shorts,Others Technologia Vs TheLastOne 🤯💀,35,0,0,26380519,381558,613,2025-05-30T12:30:39Z
technology shorts,Problem Solving Idea For Mechanical Engineering Project  #engineering #shorts,77,2,14,18795746,253453,191,2023-03-04T10:59:52Z
technology shorts,Top 15 Tech Finds of ALL TIME #shorts #justicebuys #products #amazonfinds,73,4,0,18141914,656630,3844,2024-08-19T17:19:11Z
technology shorts,दुनिया के सबसे ख़तरनाक IPL Gadgets #shorts  #gadgets,52,2,24,17811678,688670,877,2024-04-15T14:33:00Z
technology shorts,4 Satisfying Gadgets  #gadgets #shorts,38,2,0,17969607,509397,266,2024-07-08T15:48:07Z
technology shorts,This USB will FRY ANY DEVICE.... #Shorts,40,1,6,16820475,1057463,4320,2022-11-30T19:21:26Z
technology shorts,Super Cool Looking Apple Watch Case & Strap! #shorts,52,1,0,16924074,333443,934,2022-08-19T10:54:40Z
technology shorts,"Wind Tree Science Project, Free Energy System #shorts #science #technology #trending #experiment",96,5,5,15536281,251783,1226,2023-09-16T01:30:03Z
technology shorts,This Gadget is Very Useful #shorts  #gadgets,44,2,9,15215317,973294,987,2023-04-09T13:00:17Z
technology shorts,"₹50,000 RC Car vs RC Boat: Race till the end! 😱🏁 #shorts",56,1,36,27126186,347734,591,2026-04-21T13:40:00Z
technology shorts,iPhone 14 Pro vs Samsung Fold 4 🔥 #shorts,41,1,2,14941401,1093534,12735,2022-10-02T09:30:41Z
technology shorts,4 Viral Smartphone Photography Tricks! #shorts,46,1,0,15602730,693146,174,2023-03-12T14:31:20Z
technology shorts,Shorts video bike technology #shorts #viralshort #newvideo #experiment,70,4,12,18296402,132519,121,2024-08-30T17:23:26Z
technology shorts,2 Android Tricks: 99% लोग नहीं जानते 😳😳 #shorts   #smartphone,61,2,18,14750722,1479322,1697,2022-09-20T06:00:07Z
technology shorts,Banana Pindi Vs Crackers | M4 Tech | #shorts,44,1,3,15785723,512783,659,2022-05-10T13:00:11Z
technology shorts,Highest INSANE Temperatures Ever Achieved By Humans! FactTechz Short AMAZING FACTS Show #shorts,95,1,39,19511061,999551,2714,2024-12-15T14:27:19Z
technology shorts,Electric Cycle Vs Normal Cycle कौन जीतेगा Race🧐 #shorts,55,1,15,26801252,360393,659,2025-12-15T08:35:00Z
technology shorts,Local Scientist | M4 TECH | #shorts,35,1,0,15549555,523686,687,2022-08-29T13:04:56Z
technology shorts,3 Tech Myths Busted❌,20,0,35,16982206,0,676,2024-10-10T15:48:47Z
technology shorts,My Previous Science Experiment #shorts #science #technology #trending,69,4,4,15560508,527672,1175,2023-05-12T01:30:12Z
technology shorts,2 Mini Gadgets Useful Vs Useless #gadgets  #shorts,50,2,15,14613729,897129,903,2023-03-29T07:00:16Z
technology shorts,Hidden Windows Shortcuts : 90% लोग नहीं जानते 😳😳 #shorts  #system,65,2,19,14897097,1151856,2376,2022-10-01T07:00:01Z
technology shorts,I Turned My Old Phone into CCTV 🤳 #shorts #MostTechy,52,2,2,14522918,806527,1270,2022-11-13T15:20:34Z
technology shorts,₹750 Jio Tag vs Apple Airtag! #shorts,37,1,0,14461866,454339,430,2023-06-21T13:58:12Z
technology shorts,iPhone 14 PLUS Vs iPhone 14! #shorts #youtubeshorts #tech #iphone #iphone14 #apple,82,6,0,14636618,467178,876,2022-10-18T14:40:21Z
technology shorts,2 खतरनाक 📳 Phone Gadgets Comparison 💪 #shorts  #gadgets,55,2,16,14429150,723431,711,2023-04-27T08:15:01Z
technology shorts,How much did you buy your Mac Mini M4?#Digital Technology #macmini,66,2,0,19296235,217763,569,2025-01-09T11:15:23Z
technology shorts,5 Coolest MINI Gadgets You Must See! 👀,38,0,0,14333530,512635,1052,2023-01-26T21:00:07Z
technology shorts,Science के दो कमाल के Tricks | Amazing Science Tricks #shorts,61,1,22,14150631,0,403,2022-03-30T18:59:48Z
technology shorts,5 Game-Changing iPhone Hacks!,29,0,2,13653666,713824,4865,2022-11-29T14:21:26Z
technology shorts,1 Minute में Mobile से WiFi Password देखे 😱😱 #Shorts #ManojSaru #learnwithfun,77,3,26,13959816,748839,2943,2022-06-29T14:01:47Z
technology shorts,Best Android Secret Tips & Tricks Accessibility Setting Kya hai II #Shorts  #starsgtech,87,2,19,12958170,558680,2082,2021-06-20T12:55:45Z
technology shorts,Samsung's Best Feature (It's One You've Never Used) #Shorts,59,1,6,24654069,369156,3093,2025-08-28T22:58:26Z
technology shorts,2 Best Useful Home Products ✨ #viral #amazon #telugu  #home #shorts #trending,77,6,0,15267856,276033,194,2024-07-25T13:05:41Z
technology shorts,Before Selling MobilePhone : 90% लोग नहीं जानते 😳😳 #shorts  #phone,66,2,18,12904703,1016429,1056,2022-12-27T08:32:00Z
technology shorts,Rs.200 Vs Rs.2000 Cooling Fan - Let's Test #gadgets #shorts,59,2,0,12946340,659787,949,2023-04-18T11:31:45Z
technology shorts,4 Apple Products you Never knew Existed 😳,41,0,4,13105782,751295,1204,2022-12-12T17:20:49Z
technology shorts,ये है सबसे सस्ता Laptop jiobook...#shorts,41,1,13,12648477,958390,1515,2022-11-16T12:45:02Z
technology shorts,Blinkit vs Zepto vs Instamart Comparison - सबसे Fast Delivery🥸,62,0,23,20264247,305970,509,2026-03-02T08:22:00Z
technology shorts,16 I like this video #viralvideo #trending #song #new #technology #machine #shorts #viral,89,8,0,23885475,57187,62,2025-07-08T01:35:00Z
technology shorts,iPhone17 Pro Max से तोडा Pakistan का World Record🤠#shorts,57,1,20,22401823,533854,4978,2025-10-11T12:51:09Z
technology shorts,ऐसी JOB कभी मत करना ❌ | Don't Do This Job | The Fact | #shorts #ytshorts,72,2,29,12635646,811889,428,2024-03-13T02:30:23Z
technology shorts,Color Changing Shoes : 90% लोग नहीं जानते 😳😳 #shorts  #gadgets,62,2,10,12497805,719249,1578,2023-05-06T14:15:00Z
technology shorts,FlowerPot Vs Water Experiment | M4 Tech | #shorts,49,1,0,13431096,400315,335,2022-05-10T13:00:07Z
technology shorts,Quick Flex Vs Ok വെള്ളത്തിൽ പശ ഒഴിച്ചപ്പോൾ M4TECH #shorts,57,1,0,12710942,663881,632,2022-03-17T02:46:30Z
technology shorts,"₹4,00,00,000 Worth of iPhones vs My Weight🤯🤯 #techmaster",56,1,27,21299830,394606,8365,2025-09-30T08:25:00Z
technology shorts,Worlds Chaepest 3 in 1 Wireless Charger #shorts  #gadgets,57,2,13,11994359,844127,1160,2023-01-27T05:35:00Z
technology shorts,iPhone vs Android - ₹500 Gaffar Market Challenge 😱#shorts,57,1,22,19546470,345341,482,2025-06-28T12:25:51Z
technology shorts,"Iss Phone Me Hain 22,000mAh Battery🥶😲⚡#OddTech #Shorts",54,2,31,11496826,723218,1595,2023-02-14T12:30:18Z
technology shorts,Best Useful Car Accessories ⚡️⚡️#viral #malayalam  #amazon #gadgets #charger #shorts,84,6,4,12631792,251123,393,2023-11-28T12:44:32Z
technology shorts,😆 யோவ்..! நக்கல் 'யா உனக்கு..🔥⚡️ #shorts #iphone #samsung #oneplus #vivo,72,5,1,12105331,939641,1425,2023-04-29T03:41:03Z
technology shorts,इस New iPhone के Replacement ने मुझे बर्बाद कर दिया 🥹#shots,59,1,17,19451799,515495,2654,2025-09-29T14:20:03Z
technology shorts,Tom And Jerry ( Magic Land For Sale ) | M4 Tech | #shorts,57,1,2,12317631,501501,876,2022-08-26T09:11:06Z
technology shorts,हमारी पहली Super Car🚗 #shorts,29,1,28,16984194,505388,2109,2026-01-25T13:18:58Z
technology shorts,Ye Hain Saare Printers Ka Baap - 3D Printer⚡#OddTech #Shorts,60,2,32,11334774,647605,812,2023-01-10T12:30:17Z
technology shorts,iPhone vs Android चोरी होने पर कौन मिलेगा सबसे पहले ?😱#shorts,61,1,20,17693118,353850,394,2025-07-03T09:23:47Z
technology shorts,Generates electricity in both directions ° DC Motor #dcmotor #tech #shorts,74,3,0,13656602,82640,35,2025-01-26T12:42:48Z
technology shorts,5 Most BRUTAL Tech Pranks Ever!,31,0,0,11286915,658426,838,2024-03-06T17:39:55Z
technology shorts,4 Amazing USB Cables😱#shorts,28,1,26,18703214,546036,467,2025-05-22T08:25:00Z
technology shorts,Bending iPhone 17 Air with All iPhones #techmaster #iphone  #smartphone,71,3,22,17292031,301086,4421,2025-09-23T12:50:42Z
technology shorts,Amazing gadgets for Men 😎 || #shorts #unboxing,46,2,12,10903274,205332,233,2024-05-05T13:35:00Z
technology shorts,Mobile ka lock kaise tode pinunlock# patternreset# #shorts SHORTS,65,3,15,11754155,284311,2067,2022-06-14T03:15:03Z
technology shorts,₹20 ki Jhadu vs ₹20000 ki Smart Jhadu #shorts,45,1,17,12531735,491476,617,2024-02-24T12:50:01Z
technology shorts,Water Balloon Challenge 🤭✌️ #shorts,35,1,0,10610135,430688,457,2022-07-16T13:27:09Z
technology shorts,Ye kya TATA? 🧐😂 #viral #trending #harrierev #tata #tech #minivlog #technology #new #shorts #games,97,10,0,18715209,371021,1272,2026-01-17T07:30:11Z
technology shorts,Must Have TECH Gadgets You Needed in 2024  ✨✨✨ #telugu  #india  #womenintech  #viral #gadgets,93,5,3,12599950,195744,113,2024-06-17T13:37:09Z
technology shorts,ये jiobook Laptop क्या चला पाएगा Airtel कि SIM 🤔😂 #shorts  #tricks,66,2,16,10809945,799697,646,2022-11-20T12:30:10Z
technology shorts,Dangerous gadgets like teachers 🤣 || #shorts #unboxing,54,2,8,10871916,156298,97,2024-08-24T12:26:00Z
technology shorts,Check if Your Phone is Hacked😨 #Shorts,38,1,10,11444652,328116,2607,2023-06-14T06:44:33Z
technology shorts,STOP! Don’t Buy Before Watching This Face-Off! 🚀,48,0,0,16414328,251734,445,2025-04-01T13:46:30Z
technology shorts,"Flipkart BBD Scam?❗iPhone 16 Pro Max @₹89,999/- 🤯 #shorts",57,1,15,14862890,550936,8031,2025-09-25T14:20:18Z
technology shorts,Original or Fake iPhone 1 Minute में पता करे 🤯🤯 #Shorts #ManojSaru,66,2,19,10220878,1190562,1147,2022-08-05T13:52:52Z
technology shorts,How Long Do Airpods Really Last..? #Shorts,42,1,3,10052859,571382,2653,2023-02-06T16:39:20Z
technology shorts,Can A Flipper Zero Hack A PHONE? #Shorts,40,1,5,10612878,551470,1767,2023-02-20T22:36:05Z
technology shorts,Ye Hain Duniya Ki Sabse Badi Powerbank *80000mAh Powerbank*⚡#OddTech #Shorts,76,2,29,10136153,697531,1585,2023-01-04T06:45:00Z
technology shorts,iPhone 17 Pro vs Nikon P1100 vs Samsung S25 Ultra Zoom Test 😵 #shorts,69,1,21,18768977,244465,548,2026-03-06T08:53:52Z
technology shorts,mud pot volcano M4 tech #shorts,31,1,0,9898872,657552,1363,2022-08-22T07:38:46Z
technology shorts,DON'T DO THIS with your Nintendo Switch OLED ⛔️ #Shorts,55,1,13,10196912,286864,1704,2022-10-25T16:00:28Z
technology shorts,Detachable Aeroplane technology! #science #facts,48,2,27,9584562,351754,4490,2024-09-15T14:30:19Z
technology shorts,Nvidia RTX 3080 Mini! The Future of GPUs! #shorts #pcgaming #gpu #aprilfools,76,4,26,10362037,356367,4777,2023-04-02T01:45:01Z
technology shorts,Why Should This | Mission X :-3 | M4 TECH | #shorts,51,1,0,9853083,558460,484,2022-09-14T12:18:45Z
technology shorts,I Surprised My Best Friend With a New Car😁#shorts,49,1,18,14949228,301963,1372,2025-12-25T14:33:53Z
technology shorts,"Iphone 17 Pro Max vs Samsung Z Fold 7 vs Vivo, Oppo, Nothing, Google Ai Status",78,0,20,17213342,217911,1709,2025-07-12T13:15:01Z
technology shorts,This Gadget BRICKS Your Phone!,30,0,0,11617002,557320,5359,2025-02-21T14:57:07Z
technology shorts,"Rs. 1000 Battery vs Rs. 60,000,00 Battery 🔋#shorts",50,1,14,12494617,403658,507,2025-02-12T14:00:57Z
technology shorts,Dost को 100% Popat बनाने की Trick Ab Fail 🤣😂 #shorts  #wifipassword,67,2,17,9007013,792080,1928,2022-09-19T08:00:11Z
technology shorts,"Whatever You Draw, I'll Buy 🖍️﻿﻿💸#shorts",40,1,22,13700124,420623,2138,2026-01-23T15:08:42Z
technology shorts,SMS Hidden Information🤯. #tech #shorts,38,2,0,19129583,275184,663,2026-03-12T12:35:20Z
technology shorts,4 Pizza Cutter Gadgets #gadgets #shorts,39,2,0,11539843,251979,92,2025-02-18T06:18:38Z
technology shorts,ROAD GUARDRAIL painting machine in action 😮🛣️🎨 #shorts #technology #skills #engineering #satisfying,99,5,0,25439700,31768,273,2025-12-27T10:10:17Z
technology shorts,₹2.5 Lakh AI Dog vs Real Dog 🐕‍🦺#shorts,39,1,15,14180678,276162,760,2026-01-16T09:54:35Z
technology shorts,4 Google Tricks you don't know! 👀 #shorts,41,1,2,9183150,418658,541,2022-11-23T16:48:45Z
technology shorts,"1300 v/s 70,000 Air Purifier 🤯#shorts",37,1,15,16189837,341668,729,2025-12-16T12:30:23Z
technology shorts,Can The Flipper Zero HACK A TESLA? #shorts,42,1,5,9287396,444326,1475,2022-12-29T19:41:21Z
technology shorts,Burning Magnet Experiment | M4 Tech | #shorts,45,1,5,9678290,346345,482,2022-05-10T13:00:04Z
technology shorts,YouTuber BOUGHT ₹9 CRORE Computer & RAN IT Nonstop For 6 MONTHS & Found Something STRANGE #shorts,97,1,34,13230204,491174,653,2025-05-29T23:30:17Z
technology shorts,Worst Summer Days 🥵 के liye 3 Best कार Gadgets 😎#shorts,55,1,36,14868300,260808,501,2026-05-12T13:15:11Z
technology shorts,The easiest way ideas for tools ⚒️ and new technology #shorts #weldingtools,75,2,12,9619078,116410,1775,2024-01-29T04:00:03Z
technology shorts,China's Technology is Insane 🤯 ( India Want Answers ) | Kuldeep Singhaniaa #shorts,82,1,0,12466972,607391,5091,2025-05-01T18:07:06Z
technology shorts,10 Rupay के चार Useful gadgets😨 #shorts,39,1,15,8269697,490093,952,2024-02-14T08:25:00Z
technology shorts,Japan amazing technology #factsintelugu 😱వావ్ జపాన్😱 #amazingfacts #truefacts #shorts,85,4,11,8422962,195797,95,2023-04-26T13:30:06Z
technology shorts,World’s First Privacy Display🤯 Galaxy S26 Ultra #shorts,55,1,23,11431422,417817,844,2026-03-02T15:21:00Z
technology shorts,Magic Matchstick | M4 TECH | വെള്ളത്തിൽ കത്തുന്ന തീപ്പെട്ടി | #SHORTS,69,1,0,8165062,429184,405,2022-02-04T13:15:01Z
technology shorts,Best Speaker Gadgets VS Best Friends😶‍🌫️#shorts,47,1,25,14404916,359038,513,2025-12-05T10:35:08Z
technology shorts,🤯Money Saving Hack🤑 #shorts #chatgpt #fashion,45,3,0,12371120,328156,726,2025-12-23T08:47:28Z
technology shorts,Latest AMOLED Calling Smartwatch under 3000 #telugu #india #smartwatches #callingwatch #shorts,94,5,16,8364154,260127,951,2023-01-07T12:33:19Z
technology shorts,3 smart watches under 1000 ₹ | smart watch #shorts #smartwatch,62,2,25,8291189,249783,1074,2022-11-28T10:30:00Z
technology shorts,सबसे Slimmest Flip Phone से ली कमाल की Photos 😱#shorts,54,1,15,14301521,165907,247,2025-08-05T14:15:07Z
technology shorts,ആര് ജയിക്കും | m4 tech | #shorts,32,1,0,8282949,344705,1171,2022-01-21T07:48:45Z
technology shorts,💥5 Interesting iPhone Tricks 🤩 #Shorts #iPhoneTricks,52,2,1,7828937,559770,921,2022-04-13T12:16:38Z
education shorts,Respect Teacher’s🙏 #happyteachersday #shorts #respect #teacher #love Wondering Minds|Sathyanwesh,96,5,8,1669509463,18441126,1070,2022-09-05T01:30:00Z
education shorts,This is SO cool!,16,0,18,1226316186,16160530,12111,2023-02-02T12:43:06Z
education shorts,Pip | A Short Animated Film by Dogs Inc,39,0,5,548325431,1928740,42045,2018-10-24T20:00:14Z
education shorts,Who will get everything? 😱 funny kids sisters #shorts #funny,60,2,10,386860303,4738526,0,2022-11-09T09:00:15Z
education shorts,Blippi and Layla Go Down the Slide! #Shorts,43,1,24,349530666,5437423,0,2022-12-07T20:41:51Z
education shorts,Thermite Balls,14,0,0,313227662,12283232,92290,2023-05-12T13:08:47Z
education shorts,Sierra teaches Rhia shapes - learning is so much fun #shorts,60,1,0,589448274,3898680,0,2024-11-13T07:00:00Z
education shorts,#Shorts Learning Dinosaur Names Color Eggs Hatching Toys Kids Educational Videos 2023,85,1,25,324136304,0,0,2023-04-15T05:30:00Z
education shorts,Color Sorting and Fruits for Toddlers | Educational Activities for Toddlers #shorts,83,1,23,427649874,3331997,0,2023-11-05T12:08:45Z
education shorts,Thoughts of School Teacher 🏫👩‍🏫🎒 #shorts #viral #school,55,3,11,227903734,5668865,4778,2023-03-09T05:00:31Z
education shorts,🥕Counting carrots for kids | Learn numbers #shorts #learning,60,2,0,470574015,2388901,0,2025-09-21T13:19:09Z
education shorts,Mochas & Minis | Blippi | Learning #shorts | Kids Videos,56,1,37,465179320,2211417,0,2023-05-26T14:00:07Z
education shorts,Evolution of Kids 🧒😂 | Kuldeep Singhania #shorts,48,1,0,162409795,6081373,26189,2022-09-04T10:47:15Z
education shorts,Daddy Finger Song | Finger Family Song | #Shorts,48,1,21,376980142,1854022,0,2021-10-03T14:00:31Z
education shorts,Breast Cancer Surgery #shorts,29,1,0,153229800,1115599,1980,2021-04-14T17:03:27Z
education shorts,From Small To Really Giant Pop Corn #katebrush #funny #shorts,61,3,0,187648011,2559484,4258,2024-09-28T15:57:30Z
education shorts,ASMR Gumball Bath with Baby & Doll! 🍬💖 So Cute! #shorts #Satisfying #viral #asmr,80,4,1,138075392,1053592,8730,2022-05-29T23:13:57Z
education shorts,TikTok #shorts Funny Math Tricks by TikToriki,45,1,18,122043719,1357340,11599,2021-01-24T12:30:00Z
education shorts,Students vs Teachers of 2025 💀🤯 | Kuldeep Singhaniaa #shorts,60,1,0,230642589,2686927,5059,2025-04-16T18:11:42Z
education shorts,jump on picture #youtubeshorts #school #education #viralvideo,61,4,0,218007579,999327,308,2025-05-27T12:09:21Z
education shorts,Science is fun when you learn by doing. Water rocket made and launched by kids 🚀  Girls in STEM,95,0,0,140909733,1466646,995,2024-08-16T13:13:06Z
education shorts,THARAGAI - Single Shot Award Winning Tamil Short Film - Teaser | Channel H #shorts,82,1,26,123572399,1930087,3480,2022-12-27T11:30:03Z
education shorts,Why There Is No 'E' Grade 🤔 (EXPLAINED),39,0,0,99074969,3025851,57972,2022-06-08T14:00:12Z
education shorts,Cycle Vs. Bell 🥺 #Shorts #Youtubeshorts #Trending | Samayra Narula 👧|,69,3,28,94102193,1263565,0,2021-04-18T04:02:36Z
education shorts,Don't do this #short #shorts #shortvideo #memes,47,4,9,120911095,1043245,1227,2024-07-19T04:27:40Z
education shorts,How Do Squids Move Around?,26,0,10,74210777,1786095,11757,2022-12-15T17:03:11Z
education shorts,"""Math Teacher vs Heavy Rain 🌧️📚"" ||#shorts #viralshorts #ai",59,3,20,167377670,0,909,2025-09-03T04:25:39Z
education shorts,Tom&Jerry🥰Entertain with Microdigit😍#shorts #shortvideo,55,2,5,78468024,851080,306,2025-01-14T06:19:18Z
education shorts,Hindi teacher vs Students of Kalyug 🗿 | Kuldeep Singhaniaa #shorts,66,1,0,78955415,2055441,5606,2025-02-07T16:57:25Z
education shorts,School की 10 सबसे घटिया punishment ( Part 2 )  | Worst School punishment | #shorts #factside,92,2,4,59721045,2009002,1929,2023-06-02T15:46:19Z
education shorts,Cute 😂 #shorts by Ospen4iki,27,1,0,82405171,585437,610,2024-09-19T15:00:51Z
education shorts,Kids are happy to try new drinks. Funny Baby video!,51,0,0,64706506,581713,0,2023-01-03T11:00:14Z
education shorts,Teachers During Exams #shorts,29,1,36,54993966,2741249,2022,2022-05-24T09:15:22Z
education shorts,"मधुमक्खी इंसान को काटते ही मर जाती है, आखिर क्यों? (3D Animation) #Shorts",73,1,18,48985941,2194888,2690,2022-05-27T07:30:03Z
education shorts,mosquito under microscope 🦟 #shorts #education,46,2,0,47638518,557170,1468,2023-08-18T11:20:20Z
education shorts,Power of education | Life Drafts #shorts #status #quotes #motivation,68,4,2,48829558,2657827,10476,2024-02-09T13:12:51Z
education shorts,3 Tips to Avoid Sleeping while Studying | Exam tips #shorts #reels #examtips,76,3,20,46769718,2771538,6892,2022-09-30T09:00:54Z
education shorts,EL MEGALODÓN... ¿¡ES REAL?! | CLUB DE INVESTIGADORES #shorts | #education for #kids,83,3,52,40230457,1203323,0,2023-05-11T16:44:50Z
education shorts,😲What if you swallow a snake (ALIVE)? - By Kishor Singh #shorts,63,1,17,39111096,1851622,4838,2022-10-15T07:30:14Z
education shorts,science experiment| electromagnet ka khel #shorts #fip #science #sunnysir #fipeducation,87,5,0,37906808,1311953,4041,2022-11-27T14:29:56Z
education shorts,Har school m ek aisi teacher jrur hoti hai 👩‍🏫 #shorts #ytshorts #sejalgabashorts #teacherlife,94,4,18,43239299,970669,1519,2024-12-08T08:51:21Z
education shorts,Why Education is Important ? 📚😲 | Kuldeep Singhaniaa #shorts,60,1,0,42011463,1556128,18427,2024-10-18T06:25:51Z
education shorts,99% लोग kim jong का ये Facts नही जानते |@Facts Khojer| #shorts|kim jong un |facts about north korea,99,1,16,32836380,2638787,1970,2021-10-14T02:50:08Z
education shorts,True defination of Education by an Old man 💯,44,0,19,31693636,2023092,9079,2022-07-02T14:00:32Z
education shorts,3-2-1 Technique to Improve Memory 🔥| Mind Blowing Way to increase Brain Power 💪 #shorts #reels #tips,100,3,21,31185216,2179750,8427,2022-09-22T05:30:00Z
education shorts,Doctor Reacts to Ingrown Hair #shorts,37,1,0,31462879,612921,1928,2021-07-20T00:00:09Z
education shorts,गांव की लङकी को Class में पीछे बिठाया। Support Village Girls #shorts #spokenenglish,83,2,17,30482789,1136403,7520,2023-06-12T10:34:01Z
education shorts,Mr. INDIAN HACKER 🔥 की  Success Story | Dilraj singh 🔥| @MRINDIANHACKER #shorts,79,1,15,30447556,1925206,1379,2021-11-17T03:03:22Z
education shorts,"When you fall, rise stronger 💪🌟",31,0,9,27484748,1996014,3661,2023-09-04T10:35:59Z
education shorts,Odisha - From Poorest to the BEST ! #abhiandniyu #shorts,56,2,6,27096679,2094033,25649,2022-04-01T10:30:11Z
education shorts,Hindi Vyanjan Song | Hindi Alphabet Song | WATRstar #shorts  #watrstar #vyanjan #alphabet,89,4,22,35266105,296471,0,2022-12-14T04:30:06Z
education shorts,Juntando Novas Palavras #shorts #educação,41,2,0,66704269,417603,0,2025-08-30T15:28:37Z
education shorts,Top 3 facts about the English Language #shorts #factsmine,57,2,32,26065813,2133633,7068,2022-05-25T16:57:27Z
education shorts,Rahul Gandhi Education 🔥 जानके 😱 होश उड़ जायेगा। #shorts,56,1,20,25928472,806337,15812,2021-04-30T06:30:10Z
education shorts,फूटा घड़ा और किसान 🤗 Inspiring Story 🤗 #shorts #story,53,2,8,26274843,884916,722,2023-06-07T14:00:43Z
education shorts,Interactive Flat Panel 75 Inch Digital Board For Classroom - Smart Board For Teaching - Touch Board,99,0,7,27482344,142000,1004,2024-06-27T13:33:49Z
education shorts,Taking Out the Appendix 😱 #shorts,33,1,19,25359671,524755,2659,2022-04-23T06:49:45Z
education shorts,Knowledge vs Experience @CSIRNETGATEUpdates #physicsmotivation #motivationalstatus #vedprep,91,3,4,24819369,973118,2811,2023-12-07T11:30:10Z
education shorts,Infinite chocolate trick explained,34,0,7,24031306,628144,5741,2022-08-19T15:30:34Z
education shorts,Teachers in America Vs Teachers in Africa 😹 #shorts,51,1,4,25053706,866895,7382,2023-12-15T15:36:04Z
education shorts,EL DINOSAURIO MÁS GRANDE | CLUB DE INVESTIGADORES #shorts | #education for #kids,80,3,49,24638125,623854,0,2023-04-06T18:51:37Z
education shorts,That one teacher on 15 August 😂 p2 #shorts #viral #explorepage,62,3,0,37117270,374296,979,2025-08-15T15:01:30Z
education shorts,ये जादू नहीं SCIENCE हैं।🧠 #experiment #short,45,2,10,23301489,598150,681,2024-07-30T11:01:49Z
education shorts,भारतीय नदियाँ गन्दी क्यों है  - By Akash Parihar #shorts Amazing Facts Interesting Facts,88,1,4,21641685,1294069,3476,2021-08-27T02:53:26Z
education shorts,Student का Mission IAS 😮 Study Motivational Story | R VEER #studymotivation #school,83,2,0,22313960,764957,1011,2024-08-05T15:15:03Z
education shorts,Man exposes the entire education system 🥶,41,0,0,26171824,817457,6843,2024-09-01T06:07:28Z
education shorts,Quantum Tunneling At Home,25,0,3,21299303,940997,8392,2022-07-14T17:25:05Z
education shorts,ये कीड़े को कभी मत मारना 😱 #fact #facts #knowledge #information #education,74,5,0,49316277,368017,9929,2025-08-03T08:58:19Z
education shorts,DOCTOR Vs. NURSE: Education #shorts,35,1,13,21096982,437687,3600,2021-07-07T23:15:01Z
education shorts,How Solar Panel Work (3D Animation) #business #shorts,53,2,0,20441607,581225,1507,2023-04-08T10:13:00Z
education shorts,हिचकी क्यूँ आती है? (3D Animation) #shorts,42,1,19,19883337,955643,2226,2022-06-16T07:30:00Z
education shorts,Raana Dagubati Prank FAIL on Set of BAHUBALI 2 Movie. 😄 || shorts,65,0,11,18644536,1441059,251,2022-08-04T01:09:00Z
education shorts,Maths की Mystery Magic 🤩 know Blackhole number 🔥🔥#shorts #maths #reels #facts,77,4,16,18963163,1284470,20625,2022-11-14T12:30:19Z
education shorts,physics h ya jaadu ?  COM balance glass on plate 😂😀#shorts,58,1,0,18223806,892804,2504,2022-01-28T15:09:52Z
education shorts,Children grab snacks#Short #Officer Rabbit #angel,49,3,4,63363583,191716,123,2025-04-14T10:01:32Z
education shorts,"किसी से जलना English में कैसे बोलें, Learn with Adi  First English Connection Book  Kanchan #shorts",99,1,23,17639948,721684,1225,2022-07-12T03:30:24Z
education shorts,"लोग तुतलाते हैं, पर क्यूँ?🙄 - By Kishor Singh #shorts",53,1,23,17400928,1126021,2893,2022-10-06T07:30:06Z
education shorts,How To Win Chess in 2 Moves #Shorts,35,1,22,17142065,588968,7473,2020-11-13T16:00:02Z
education shorts,FULL FORM OF MATHS😍#maths #MATHSFUN#shorts #viral,49,4,0,16221997,466832,11297,2021-09-27T19:03:52Z
education shorts,Sick Leave Application | Formal Letter #shorts #short,53,2,0,16017755,398753,0,2022-02-26T12:03:00Z
education shorts,"How to Breathe Like Aghori, Yogi, Sanyasi? #shorts",50,1,0,15316747,707120,2814,2023-05-27T08:32:45Z
