title,title_length,hashtag_count,tag_count,views,likes,comments,publishedAt,duration
Process To Start A Simple Biotech Company - A Beginner's Guide #company #startup #biotechnology,95,3,10,9218,335,15,2024-09-26T13:15:28Z,PT13M57S
How Porter Became a 8000 Crore Rs Logistics Company? (Startup Case Study),73,0,6,209784,5179,113,2024-06-26T13:20:16Z,PT15M20S
The Story Behind India’s Largest Tea-Chain | Business Latest Videos | Startup Stories,85,0,26,13216,204,10,2023-08-06T10:00:38Z,PT5M46S
How To Build A Tech Startup With No Technical Skills,52,0,3,636731,17014,524,2023-11-30T18:15:51Z,PT15M14S
India में खूब चलेगा ये बिज़नेस | New Business Ideas 2026 | Startup Business Ideas,80,0,21,8240,0,4,2026-01-31T14:15:06Z,PT5M55S
Startup Funding from the Government | Stand Up India Scheme Details in Hindi,76,0,15,64520,1234,88,2023-03-16T14:00:40Z,PT10M2S
How to Start a Startup in Telugu - Great Idea: Ft Sam Altman | Part 1,69,0,31,27198,936,31,2024-11-01T10:45:51Z,PT4M46S
हर Business के बाद ये समझ आया की... | Ashneer Grover | Business Tips | Startup | Josh Talks Hindi,97,0,20,5014832,136203,3326,2021-12-19T12:56:47Z,PT11M52S
Must Watch! Entrepreneur Devika’s startup journey; lauds PM Modi’s ‘Startup India’ initiative,93,0,36,370390,6422,278,2026-01-16T09:35:11Z,PT5M16S
Why DATA CENTRES are GOOD for India? - Indian Startup News 292,62,0,0,31791,1171,155,2025-12-20T05:27:14Z,PT10M11S
How Startup Equity REALLY Works,31,0,17,148755,4855,104,2024-01-17T21:11:10Z,PT9M29S
Why are Indian Startups Failing Miserably? : Business lessons from Indian start up Crash EXPLAINED,98,0,29,1347299,47480,1893,2022-07-08T14:30:09Z,PT16M11S
Top 10 Healthcare & Pharmaceutical Startup Business Ideas in India I BUSINESS PLAN GUIDE,88,0,22,1296,22,1,2025-06-16T17:48:49Z,PT12M2S
Why Agritech Startups Failed in India?,38,0,0,103340,2388,217,2025-02-20T12:36:46Z,PT14M52S
Startup India Registration 2025 | Startup Registration Online India | DPIIT Registration 2025,93,0,16,37709,376,37,2025-12-03T13:31:40Z,PT16M20S
"धमाकेदार 4 BUSINESS IDEAS🔥New Business Ideas 2026, Small Business Ideas, Unique Business Ideas",94,0,24,6272,128,39,2026-05-31T12:30:15Z,PT12M37S
Top 100 Startup Ideas from Top Entrepreneurs and VCs,52,0,10,67607,2098,61,2025-06-25T12:00:55Z,PT14M35S
HOW TO START A BUSINESS (TAMIL) | THE LEAN STARTUP | almost everything,70,0,9,276451,11882,227,2020-04-12T18:30:45Z,PT7M42S
Top 7 Successful Startups in India | Telugu Badi | Inspirational Startup Stories From India,91,0,27,336603,21872,1521,2021-02-07T03:59:30Z,PT13M13S
Startup Registration के लिए 14 जरूरी Documents | एक Click मे सारे Legal Documents,81,0,16,62423,1662,33,2022-09-01T15:26:41Z,PT4M45S
इतिहास के 20 चौंकाने वाले तथ्य | 20 Random Historical Facts Ep 5 | PhiloSophic,78,0,13,2035764,57656,1739,2020-10-22T14:00:05Z,PT8M45S
History Facts Too Funny for History Books,41,0,0,225638,4736,256,2026-04-03T16:00:39Z,PT11M57S
Historical Facts That Mess With Your Perception Of Time,55,0,19,517689,15563,664,2023-12-13T22:00:14Z,PT8M37S
"Completely Wrong History ""Facts"" That You May Still Believe",59,0,21,2602596,65035,4321,2025-06-06T15:00:01Z,PT17M45S
27 Facts That Will Make You Question Your Existence,51,0,9,6135050,94789,6860,2018-10-22T21:00:01Z,PT4M33S
History Facts You Won't Believe Are True,40,0,20,1139674,31109,737,2023-09-30T21:31:24Z,PT10M41S
20 కోట్ల సంవత్సరాల క్రితం మన భారత దేశం ఎలా పుట్టింది ? 🤯🤯🤯 #facts #telugu #interesting #india,93,4,33,1095728,17669,834,2025-06-28T12:41:06Z,PT17M24S
15 Minutes of History Facts You'll Never Need to Know,53,0,19,1844201,44689,1164,2024-03-11T11:54:06Z,PT15M3S
25 Historical Facts You Didn't Know | Random History Facts Ep 3 |  PhiloSophic,78,0,15,1058784,40214,1338,2020-07-25T13:30:08Z,PT10M59S
25 Weird History Facts,22,0,38,173781,4622,249,2023-10-28T21:00:30Z,PT13M30S
10 Historical Facts You Didn't Know | Random History Facts Ep 1 | PhiloSophic,77,0,13,1062044,45796,1221,2020-07-03T13:30:01Z,PT7M20S
Extreme Historical Hobbies That Sound Made Up - But Aren't,58,0,21,931312,16437,580,2022-11-02T14:00:00Z,PT12M39S
The fascinating history of cemeteries - Keith Eggener,53,0,11,6453154,136723,3354,2018-10-30T15:00:14Z,PT5M19S
Top 10 Bizarre Historical Facts That Sound Made Up,50,0,36,76645,1155,41,2024-07-08T23:00:12Z,PT12M22S
18 Historical Facts You Didn't Know | Random History Facts Ep 8 | PhiloSophic,77,0,15,3932065,94149,1639,2021-05-01T13:30:03Z,PT8M24S
423 Years of American History in 13 Minutes,43,0,17,7101647,80152,5075,2024-12-26T14:04:01Z,PT12M45S
🔵 6 అంతరించిపోతున్న ప్రపంచ వింతలు | Disappear six Wonders of the World | virinchi facts in telugu,97,0,12,1366419,7145,46,2023-04-25T11:30:37Z,PT7M42S
DISTURBING Facts About Historical Figures,41,0,4,994621,23323,1185,2024-03-08T13:00:58Z,PT15M22S
इतिहास के 10 सबसे रहस्यमयी रहस्य | Unsolved Mysteries in Hindi | Top 10 Mysterious Facts,88,0,17,451127,5999,250,2025-08-30T13:03:04Z,PT12M22S
Life-Changing Facts You Won’t Believe Are True,46,0,30,1570769,20855,1176,2023-11-04T22:19:22Z,PT19M50S
Top 12 Historical fact in Hindi || Random history facts in hindi || Mystery History in Hindi,92,0,13,446118,5357,95,2021-09-13T11:47:36Z,PT10M37S
Mystery of Ancient Pyramids | How were they really built? | Dhruv Rathee,72,0,24,26303272,606534,17001,2022-12-02T11:30:02Z,PT18M21S
Famous Historical Events That Never Actually Happened,53,0,0,711266,16361,693,2025-08-02T10:01:21Z,PT17M8S
हमारा भारत 20 करोड़ साल पहले कैसे बना ? The Real Geological History of India | Factonic TV Hindi,96,0,23,2522783,23502,423,2025-07-30T14:13:46Z,PT9M43S
🚨1941 Year 2025 lo Repeat Avutundi | To 10 Interesting Facts | Latest Facts | VR Facts 🔥,88,0,27,364625,12567,157,2025-06-22T07:36:56Z,PT14M45S
चाँदनी चौक की रंगत में छिपा है ये काला सच ! | चाँदनी चौक की लूट | Brutal History of Chandni Chowk,97,0,23,333359,5328,199,2025-09-01T15:00:06Z,PT16M29S
TOP 10 SECRETS OF ANCIENT EGYPT | History,41,0,28,1053949,11309,558,2021-06-25T16:39:18Z,PT13M3S
History of india | భారతదేశానికి సముద్ర మార్గం యొక్క ప్రత్యేక చరిత్ర | వాస్కోడిగామా జీవిత చరిత్ర .,97,0,25,2208173,22661,730,2022-12-30T06:51:07Z,PT8M11S
पिरामिड का रहस्य  | Biggest Fascinating Facts About the Ancient Egypt - FactTechz,81,0,9,23526055,669851,32060,2018-11-06T07:58:25Z,PT17M55S
प्राचीन भारत कैसा था ? A BRIEF HISTORY OF ANCIENT INDIA.,56,0,6,4453393,36691,1025,2022-09-02T13:30:08Z,PT9M14S
The history of our world in 18 minutes | David Christian | TED,62,0,50,8995173,108555,10437,2011-04-11T14:42:40Z,PT17M41S
The Mystery of Nalanda University 🔥| Worlds First University | Prashant Kirad,77,0,25,427954,15542,3315,2025-12-20T13:42:28Z,PT11M34S
Top Expert Reveals Hidden Facts About Indian Temples You Never Knew,67,0,18,508344,5027,27,2025-04-24T07:46:21Z,PT13M39S
False History Myths You Probably Still Believe,46,0,3,634745,14206,1520,2025-09-04T12:01:40Z,PT11M12S
12 Fascinating Historical Facts From Around the World | The File,64,0,10,50372,1250,37,2025-08-11T15:30:18Z,PT10M21S
A brie(f) history of cheese - Paul Kindstedt,44,0,10,20582741,225239,10607,2018-12-13T16:00:49Z,PT5M34S
All about India for Kids | Learn cool facts about this fascinating country,74,0,13,725905,3176,0,2022-11-10T19:09:49Z,PT9M46S
10 Greatest & Unpopular Indian Inventions | Keerthi History,59,0,12,408113,11775,835,2024-08-01T13:09:51Z,PT14M22S
Worst Punishments in Human History | Unknown Historical Facts in Kannada | Think Forever,88,0,6,128383,2898,34,2024-11-03T14:26:00Z,PT10M
The history of chocolate - Deanna Pucciarelli,45,0,24,10980951,174465,5554,2017-03-16T16:54:56Z,PT4M41S
Amazing Archeological Discovery's In Kannada | Facts in Kannada | Interesting Facts | Think Forever,99,0,6,267736,4555,25,2024-04-07T14:26:00Z,PT8M47S
Top 10 Pirate Facts YOU Probably Didn't Know,44,0,25,75121,1740,188,2022-12-19T02:28:12Z,PT6M1S
12 Most Surprising Facts About Queen Elizabeth I,48,0,14,2985241,42775,2368,2019-02-12T11:00:04Z,PT9M7S
Statue of Liberty Facts for Kids | Learn all about this famous national monument,80,0,13,677405,1400,0,2023-03-07T17:28:49Z,PT5M53S
25 Important Historical Events You Didn't Know Happened,55,0,34,86130,4204,125,2024-07-01T22:05:59Z,PT17M49S
World War 2 - दुनिया की सबसे बड़ी लड़ाई | 20 Facts About WW2 | PhiloSophic,72,0,15,2036258,73407,2304,2021-10-02T14:00:05Z,PT14M23S
Strange Facts That You Didn't Know About Henry VIII,51,0,25,2212054,35306,2986,2019-11-06T15:00:07Z,PT14M1S
The Complete Story of the Delhi Sultanate,41,0,29,6839716,227840,15543,2021-06-08T15:52:45Z,PT16M30S
25 Most IMPORTANT Events In History,35,0,6,1083830,15867,1967,2018-02-08T14:00:04Z,PT15M38S
इतिहास की 10 सबसे रहस्यमयी चीज़ें | Top 10 Unsolved Mysteries in History | Mystery Documentary Hindi,100,0,14,660641,6496,137,2025-10-17T13:00:13Z,PT15M23S
The Science Behind Black Holes | Universe | BBC Earth Science,61,0,25,91573,1426,111,2025-08-26T16:15:03Z,PT10M16S
Journey Into Space 🪐 | Spaced Out FULL Compilation | Nat Geo Kids Compilation | @natgeokids,91,0,32,862576,2983,0,2023-05-26T12:45:00Z,PT14M25S
The Terrifying Physics Of A Black Hole | Universe | BBC Earth Science,69,0,21,437658,6092,362,2025-06-21T15:01:15Z,PT5M48S
Brian Cox On The Most Terrifying Places In Our Solar System | BBC Earth Science,79,0,24,1386412,23221,1313,2024-10-12T14:00:36Z,PT10M43S
Why Is Space Black? | Space Video | The Dr Binocs Show | Peekaboo Kidz,70,0,26,2157964,9070,0,2021-11-12T12:30:05Z,PT6M1S
Exploring the Genius Behind Gravity | Brian Cox's Adventures in Space and Time | BBC Earth Science,98,0,9,240722,2780,291,2026-01-09T15:00:58Z,PT5M23S
How Big is The Universe?,24,0,23,13569949,160579,13211,2024-02-03T20:00:19Z,PT11M10S
14 Minutes of Mind-Blowing Space Facts! | With Astrophysicist Brian Cox,71,0,9,623284,7367,515,2024-12-18T22:00:37Z,PT14M
Mercury: The Scorched Planet | The Planets | Earth Science,58,0,19,1978506,25814,1389,2021-10-29T13:00:30Z,PT10M22S
15 Minutes of ACTUALLY Unbelievable Space Facts,47,0,23,3034718,48134,2211,2023-12-30T16:15:50Z,PT15M4S
Introduction to Astronomy: Crash Course Astronomy #1,52,1,5,5547334,99889,3659,2015-01-15T22:00:55Z,PT12M12S
Solar System 101 | National Geographic,38,0,31,38210150,228404,7647,2017-08-30T12:00:26Z,PT4M11S
We Were Wrong About the Edge of the Universe | हिंदी,52,0,24,122467,1932,118,2026-03-22T13:30:59Z,PT19M29S
Black Hole के अंदर क्या है? | What If You Fell Into Black Hole | Black Hole Documentary in Hindi,96,0,25,361490,3881,253,2025-05-16T13:29:45Z,PT18M2S
Uranus 101 | National Geographic,32,0,34,14842638,107649,7765,2019-02-01T13:00:06Z,PT4M10S
The History of Space Exploration | A Short Documentary,54,0,25,44409,225,30,2023-01-25T15:00:08Z,PT9M35S
Amazing Space Facts for Kids | Planets,38,0,24,2314063,6583,0,2021-02-26T11:15:01Z,PT8M34S
The Moon: Crash Course Astronomy #12,36,1,22,1891496,21621,1132,2015-04-10T01:04:53Z,PT9M51S
The Paradox of an Infinite Universe,35,0,0,11693448,335427,13420,2024-02-27T15:00:02Z,PT11M21S
SOLAR SYSTEM - The Dr. Binocs Show | Best Learning Videos For Kids | Peekaboo Kidz,82,0,22,10829122,42157,0,2015-06-24T10:57:35Z,PT4M22S
The REAL Movement of Earth Through the Galaxy,45,0,18,2885684,27144,2475,2023-05-28T12:00:28Z,PT18M8S
What Is Universe? | Size Of The Universe | The Dr Binocs Show | Peekaboo Kidz,77,0,28,1388541,8857,0,2022-06-17T12:30:19Z,PT5M40S
"Documentary on ""Space on Wheels"" exhibition on 75 Indian Satellites!",68,0,0,33,0,0,2022-07-04T17:19:28Z,PT17M17S
Why Is PLUTO Not A Planet? | Dwarf Planet | Space Video | Dr Binocs Show | Peekaboo Kidz,88,0,27,13112707,85003,0,2021-04-02T12:30:02Z,PT5M11S
Why Space and Time May Actually Not Exist | Interesting Perspective,67,0,31,2656350,72910,1913,2023-05-22T15:00:05Z,PT12M12S
सोलर सिस्टम | सौरमंडल के ग्रह | Solar System In Hindi | Dr.Binocs Show |Best Learning Video For Kids,100,0,19,10281949,54385,0,2021-11-20T12:30:11Z,PT4M3S
Who Created 'Nothing' Our Universe Formed From,46,0,22,2060773,22878,2748,2023-01-01T11:00:23Z,PT10M11S
TON 618: The Black Hole That Breaks the Universe | 4K,53,0,22,1952109,55786,4041,2025-10-29T22:22:35Z,PT11M39S
The Universe Is OLDER Than Light Itself | हिंदी,47,0,34,187820,3004,146,2026-04-29T13:30:18Z,PT15M21S
How did the Orbiter Vehicle work? (Space Shuttle),49,0,37,21244070,264624,10027,2020-08-07T13:52:22Z,PT12M41S
The Most Dangerous ISS Mission,30,0,0,1789593,51708,1760,2025-06-29T13:01:22Z,PT16M35S
Pluto The Lost Ninth Planet | हिंदी,35,0,0,2312901,16339,510,2026-03-14T12:25:00Z,PT13M43S
What's Above and Below the Solar System?,40,0,33,684445,15645,961,2025-09-23T15:00:16Z,PT14M7S
Can we find Life on Alien Planet? | James Webb Telescope Discoveries | Dhruv Rathee,83,0,22,15764721,489428,11585,2022-07-19T16:12:20Z,PT15M41S
Why visiting MERCURY is NOT ALLOWED Despite Being Closest To Earth,66,0,21,3217849,71788,1153,2023-01-11T16:08:54Z,PT9M50S
This Is The Largest Earth Science Experiment. What Went Wrong?,62,0,25,968361,18289,2637,2020-12-13T23:20:44Z,PT15M58S
Life Inside the Space Station in Telugu | International Space Station ISS Documentary in Telugu Badi,100,0,21,817525,22095,585,2022-09-24T03:16:57Z,PT11M35S
Scientists Discovered Planets Even Better for Life Than Earth,61,0,35,4443685,33972,3646,2022-12-21T16:00:11Z,PT7M28S
Planets in the Solar System for Kids | Learn about the sun and the eight planets,80,0,16,5590924,16165,0,2022-08-23T20:36:08Z,PT11M23S
The Science of Extreme Time Dilation in Interstellar,52,0,25,9272152,179830,9243,2021-07-09T03:15:00Z,PT9M46S
Intricate International Space Station Tour In New ESA Documentary | Video,73,0,8,10278,210,23,2016-06-06T14:07:07Z,PT13M25S
NASA Discovered A Strange Planet That Defies All LOGIC,54,0,28,3241500,97489,1480,2022-08-08T15:32:42Z,PT12M41S
Strangest Planets In The Universe | Scariest Planets Ever | The Dr Binocs Show | Peekaboo Kidz,94,0,26,2962146,9206,0,2022-09-09T12:30:02Z,PT5M57S
What Are White Holes? | General Relativity | The Dr Binocs Show | Peekaboo Kidz,79,0,23,5195476,21856,0,2022-01-07T12:30:12Z,PT5M55S
"5 Cosmic Mysteries Science Still Can’t Explain | Universe, Space, Astronomy Documentary",87,0,26,5,0,0,2025-11-30T15:43:58Z,PT4M11S
How does a Space Telescope work?  (Hubble and Webb),51,0,7,4056669,49671,2030,2024-12-20T14:13:15Z,PT19M35S
What Scientists Found At The Edge of The Universe,49,0,20,1842614,70771,2439,2022-06-23T06:39:55Z,PT12M41S
Looking at the Earth! | How We Study Space | SciShow Kids,57,0,31,300630,606,0,2022-10-17T23:04:17Z,PT6M1S
Scientists Discovered a Planet That Could Host Alien Life,57,0,33,383511,6675,616,2023-10-21T16:24:22Z,PT8M14S
95000000000000000000000000000000000 खरब किलोमीटर का सफर| Why Reaching Other Stars Is So Hard?,93,0,18,1665943,15542,825,2025-12-25T16:48:20Z,PT19M37S
"₹30,000 లో International Trip 🇲🇾 | Langkawi Budget Trip from India Telugu | Cost, Visa, Stay",92,0,18,692883,7414,711,2025-08-03T15:00:46Z,PT11M24S
"Manali Trip in Just ₹5,000! | Full 6D/5N Itinerary 2025 | Budget Travel Hack You Can't Miss!",92,0,20,137202,1538,98,2025-05-01T12:46:24Z,PT17M3S
"Kerala Trip Travel Guide, Munnar, Alleppey, Wayanad, Itinerary: 5, 7 Days, Budget Trip – Hindi",94,0,0,198793,2782,219,2025-08-23T09:06:29Z,PT18M19S
How to Travel in Your 20s on a Budget,37,0,0,174419,9721,737,2025-05-11T02:51:11Z,PT7M3S
"India to Netherlands Budget Trip | Flight , Hotel , VISA & Itinerary | hiscamherbackpack | vlog 140",99,0,7,6940,116,16,2024-11-04T14:08:58Z,PT9M30S
25 Places Under 10k in India,28,0,14,173141,4264,150,2023-04-09T06:51:06Z,PT13M44S
"""Darjeeling Complete Tour Guide 2025 | Best Time, Top Attractions, Budget Tips & Travel Plan""",93,0,17,376312,4334,281,2025-01-27T14:11:49Z,PT12M46S
"How to plan a foreign Trip under ₹50,000 (for Indians)",54,0,0,243545,7336,252,2025-12-20T04:30:13Z,PT11M20S
How to do cheap foreign trips from India,40,0,22,777635,21273,500,2024-11-22T12:30:17Z,PT9M4S
"Thailand Budget Trip Guide 🇹🇭 | Bangkok, Pattaya, Phuket, Krabi, Koh Samui in ₹26,500| Hindi Vlog",97,0,15,28782,657,232,2025-05-23T13:29:30Z,PT15M41S
I Solo Travelled to Darjeeling with just ₹5000 - Budget Travel India,68,0,7,30706,920,116,2024-06-25T16:21:54Z,PT18M13S
5 INSANELY CHEAP International Trips from India (This Winter!),62,0,23,130837,2408,101,2025-11-10T14:30:58Z,PT7M4S
Manali Budget Tour Plan In Telugu | Manali Tourist Places | Manali Snowfall,75,0,21,189843,6046,195,2025-03-08T14:30:19Z,PT13M
"Thailand Trip Travel Guide, Bangkok Pattaya Phuket Krabi Koh Samui, Budget Trip @ Rs.12450 - Hindi",98,0,0,233132,2527,215,2024-09-06T09:36:08Z,PT11M37S
"Vietnam Budget Trip 2026🇻🇳  for 7/10/15 Days | Complete Itinerary, Visa, Tour & Tips from India",95,0,20,792415,12219,3882,2025-04-05T14:00:18Z,PT17M15S
"Andaman  Nicobar 5 nights 6 days itinerary | Stay, Budget & Activities I resty kamboj | neha bagga",98,0,0,524421,7464,445,2025-06-07T15:30:05Z,PT19M55S
"Vietnam Trip Travel Guide, Hanoi, Da Nang, Ho Chi Minh , Itinerary: 7, 10 Days, Budget Trip - Hindi",99,0,0,596978,8619,874,2024-11-22T10:20:24Z,PT19M31S
INDIA TO BALI INDONESIA in 2026| BUDGET TRIP | FLIGHT HOTEL VISA all included,77,0,0,47917,0,149,2026-01-06T12:31:44Z,PT10M12S
5 INSANELY CHEAP International Trips from India (This Monsoon!),63,0,25,104367,1573,77,2025-08-18T14:30:06Z,PT7M13S
"How Expensive is DELHI, INDIA |  Paharganj Budget Travel",56,0,29,13353,311,127,2025-01-24T04:00:06Z,PT19M31S
"India Budget Travel: Street Food, Hostels & Hidden Gems",55,0,25,1185,16,0,2025-05-14T18:00:33Z,PT6M48S
"5 CHEAPEST International Destinations Under ₹15,000! For Indians 2025 | Cheapest Budget Travel Deals",100,0,20,34413,0,20,2025-03-03T19:50:19Z,PT4M22S
Budget Dubai Trip Guide | A-Z Dubai Tour Plan | Complete Itinerary  |  Trip @ Rs.18450,86,0,0,97538,1715,115,2024-09-26T10:28:44Z,PT16M34S
The Cheapest Way to Travel in India - What I Learned,52,0,10,124331,4843,207,2020-06-02T12:43:13Z,PT10M44S
"INDIA to PHILIPPINES 🇮🇳✈️🇵🇭 | Flight, Hotel, Visa, Budget & Complete Guide",74,0,0,15045,339,63,2026-05-08T12:31:15Z,PT14M44S
Trips Under 15000 in India | Travel Guru India,46,0,15,13160,147,5,2024-02-14T15:30:00Z,PT10M31S
Bali Trip Cost and Itinerary From India 2025,44,0,26,182944,3924,105,2025-03-22T14:45:01Z,PT16M7S
Bali Trip | Bali Guide | Bali Trip Cost from India | Bali Spa | Cheap Foreign Trip | Sukirtg,92,0,26,1387590,20003,599,2024-07-15T12:35:54Z,PT19M9S
"India to Nepal Trip under ₹30K 🇳🇵 | NEPAL Travel Guide 2026 | How to Reach, Full Budget, Itinerary",98,0,26,2396,87,29,2026-05-03T10:03:00Z,PT12M48S
தமிழ்நாட்டில் இருந்து COORGற்கு சுலபமாக போயிட்டு வர முடியுமா | coorg tamil | COORG BUDGET TRIP GUIDE,100,0,25,962321,9124,356,2023-10-15T09:00:07Z,PT13M20S
"INDIA TO PHUKET, THAILAND | BUDGET TRIP | LATEST TRAVEL UPDATE | FREE VISA | 2025",81,0,0,22554,0,83,2025-09-23T12:31:19Z,PT12M59S
Thailand Trip BUDGET from India FULL BREAKDOWN 2026 | Thailand Visa Free for Indian | TRAVEL GUIDE,98,0,17,70426,1442,201,2023-12-03T09:42:44Z,PT18M49S
"New Zealand Travel Guide from India - Budget, Itinerary, Transport",66,0,20,42128,1065,89,2026-04-18T04:17:41Z,PT17M30S
What Can $10 Get in INDIA?,26,0,33,3152943,58256,6228,2019-01-10T18:12:49Z,PT4M38S
Top 10 Budget Trips Under ₹5000 In India 🇮🇳💸 | Cheapest Travel Destinations 2026🔥|| Explore India 😍|,100,0,14,536,0,3,2026-05-17T14:01:07Z,PT7M18S
Best Trips Under Rs 5000 | Places to visit in India in low budget,65,0,16,70571,0,9,2023-06-10T08:04:08Z,PT5M21S
"India to Philippines Travel Guide | Flight, Budget, Visa, Currency | Philippines Trip",85,0,17,178035,2434,185,2025-04-30T12:30:06Z,PT15M
"How to Travel to Dubai from India in 2025 Budget Visa, Immigration, Flight Booking & Complete Guide",99,0,7,1184659,22187,673,2025-03-20T16:00:19Z,PT16M55S
Scandinavia Trip Cost from India (2025) | Full 11 Days Budget Breakdown,71,0,18,1743,62,10,2025-09-06T06:24:13Z,PT9M30S
INDIA TO BALI INDONESIA | BUDGET TRIP | FLIGHT HOTEL VISA all included,70,0,0,133086,0,256,2024-12-27T12:30:29Z,PT11M12S
"THAILAND Jate Hi SCAM Chalu TRAVEL GUIDE  ✈️  Mumbai to Bangkok | SIM, Hotels, Food & Flights CHEAP!",100,0,16,184074,4084,264,2025-08-09T14:38:22Z,PT19M3S
15 Cheapest Countries To Visit From India | Budget Travel | Tripoto,67,0,33,1272898,31821,749,2020-05-23T13:30:11Z,PT4M40S
"Thailand Budget Trip Guide 🇹🇭 | A to Z Travel Guide, 5 & 7 Day Itinerary",72,0,19,4788,87,15,2026-01-10T06:28:17Z,PT12M26S
💲 TOTAL BUDGET OF MY 6 MONTHS TRIP TO 9 COUNTRIES | INDIA TO RUSSIA TOTAL BUDGET | SONI TRAVELING,97,0,11,40063,1922,341,2025-06-29T14:07:11Z,PT10M25S
"Mauritius Complete Travel Guide - Visa, Budget, Stay, Food, Itinerary & More",76,0,15,187468,3089,150,2025-07-04T03:30:21Z,PT19M26S
India To Japan 10 Days Travel Plan With Budget| How to Plan Trip to Japan | Japan Travel Guide Hindi,100,0,25,307121,4492,176,2024-11-09T05:30:11Z,PT19M47S
Ultimate India To Vietnam Budget Travel Guide 2025 | Flight Visa Sim Hotel Travel Activitie Food🇮🇳🇻🇳,100,0,17,10624,166,50,2025-10-01T15:58:58Z,PT15M40S
Learn To Code Like a GENIUS and Not Waste Time,46,0,24,3080549,171941,1712,2023-12-21T17:00:35Z,PT9M41S
How To Learn Programming for BEGINNERS! (2022/2023),51,0,14,7974734,189586,5464,2018-11-04T01:12:12Z,PT4M46S
How To Start *CODING* From Basics🔥? DSA Beginner Guide In తెలుగు,64,0,16,853445,38718,951,2023-12-09T04:45:00Z,PT10M24S
What is Coding?  completly Explained in Telugu,46,0,18,610998,21316,388,2022-02-01T08:00:33Z,PT4M18S
Learn Coding in 6 Months: Complete Roadmap for Beginners,56,0,20,12729,739,69,2025-09-18T12:30:54Z,PT12M
basics of CODING in 10 minutes,30,0,0,1942742,55783,2300,2020-05-30T17:00:07Z,PT15M34S
Start Learning Coding Now: How to Learn Coding for Beginners | Computer Coding Course | Programming,99,0,17,1168387,29505,1242,2023-01-19T06:30:02Z,PT12M4S
How to Learn Coding for Beginners [ Sharing My Experience ],59,0,38,6187283,304052,10471,2020-08-03T12:09:58Z,PT7M21S
How to Learn Coding FAST And Make Cool Stuff,44,0,34,867149,55087,947,2025-06-15T14:44:58Z,PT4M19S
How to Start Coding for Beginners || Roadmap for 24 LPA JOBs || Honest Roadmap,78,0,15,497606,24842,1080,2024-06-29T14:00:07Z,PT12M57S
"প্রোগ্রামিং কী,কেন এবং কীভাবে? [নতুনদের জন্য] 🔥 What is programming in Bangla?",78,0,20,636161,20106,487,2020-08-08T15:10:02Z,PT5M36S
It took me 10+ years to realize what I’ll tell you in 8 minutes,63,0,28,3465028,188986,7801,2025-05-26T11:00:43Z,PT8M38S
What *is* Coding?,17,0,0,543471,20342,707,2021-11-29T11:30:22Z,PT5M47S
How to Learn Programming as beginner?,37,0,0,185580,12054,147,2022-03-05T12:59:42Z,PT13M54S
How to Start Coding for Beginners || Step-by-Step & Honest Roadmap (Complete Guide),83,0,28,12383,668,133,2025-12-08T12:30:17Z,PT8M23S
How to START Coding for beginners (Even If You’re Totally Lost),63,0,0,53427,1831,52,2025-09-03T13:47:09Z,PT9M6S
What is programming?,20,0,13,30109,1260,32,2023-11-28T12:39:03Z,PT8M18S
কিভাবে প্রোগ্রামিং শিখবেন - How to learn programming,52,0,24,878245,39918,1485,2021-06-19T15:30:16Z,PT14M56S
How to ACTUALLY learn to code... 7 Roadmaps for 2023,52,0,4,2473813,143449,3164,2023-01-04T16:41:22Z,PT9M2S
What is Coding? How to Learn as Beginner? 2022,46,0,14,2441997,102286,1797,2022-01-01T15:58:09Z,PT5M18S
How to Start Coding | Coding Beginner to Pro in Telugu,54,0,6,70292,2795,201,2024-09-15T04:12:49Z,PT6M51S
How I Would Learn to Code (If I could start over),49,0,2,229417,9343,203,2025-08-13T21:00:11Z,PT11M58S
How To Start Coding | Coding For Beginners | Learn Coding For Beginners | Simplilearn,85,0,20,113559,1771,47,2021-08-24T07:27:02Z,PT15M21S
How To Start Coding In 2025 & 2026 | Complete Roadmap For Beginners 🚀,69,0,22,84552,2649,168,2025-06-25T13:51:10Z,PT6M54S
FASTEST Way To Learn Coding and ACTUALLY Get A Job,50,0,0,1509968,61900,1734,2023-09-08T18:12:37Z,PT10M44S
How To Learn To Code In 2026,28,0,0,553069,30255,694,2026-03-10T14:07:49Z,PT15M39S
How to Learn to Code - 8 Hard Truths,36,0,4,2931331,162826,2358,2022-02-09T15:45:16Z,PT6M46S
"How to learn CODING??😨 Jus 10mins, get started with coding(தமிழ்)🛑 Evlo easy ah coding",86,0,0,217043,8873,449,2022-09-07T12:30:12Z,PT8M19S
Introduction to Java Language | Lecture 1 | Complete Placement Course,69,0,13,19449106,354712,8100,2021-09-16T17:20:40Z,PT18M46S
20 Programming Projects That Will Make You A God At Coding,58,0,24,2753240,165989,1618,2024-05-23T13:00:41Z,PT14M27S
Beginners Guide To Scratch (VERY Simple),40,0,20,1288319,16839,734,2023-11-28T14:46:55Z,PT15M38S
🚀🚀💻How To Start Coding for Beginners in 2026,44,0,19,1985,135,31,2026-05-19T13:45:07Z,PT10M
Everything You Need To Start Making Games (As A Beginner),57,0,5,1877860,105345,2044,2024-11-22T19:00:19Z,PT16M11S
